Frühlingsschichttorte,https://cdn.penny.de/.imaging/mte/penny/storygallery-sm/dam/PENNY-erleben/Rezepte-und-Ernährung/mittendrin-1-23/01-Frühlings-Schichttorte/1080x1350px.jpg/jcr:content/1080x1350px.jpg,,https://www.penny.de/erleben/rezepte-und-ernaehrung/fruehlings-schichttorte,,,,,,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Obst und Gemüse,2023-07-09,10.07. - 15.07.
NATURGUT Bio-Zwiebeln,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/31600732.png/jcr:content/31600732.png,,https://www.penny.de/angebote/obst-und-gemuese/naturgut-bio-zwiebeln,,je 1-kg-Zellulosenetz,-20%,1.89,"Niederlande, Österreich",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Obst und Gemüse,2023-07-09,10.07. - 15.07.
NATURGUT Bio Snackgurken,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/KW28_Gurken.png/jcr:content/KW28_Gurken.png,,https://www.penny.de/angebote/obst-und-gemuese/naturgut-bio-snackgurken,,"Preis mit Coupon: 1.29 €, Preis ohne Coupon: 1.69 €, je 250g-Schale",App Coupon,1.29*,"Gültig vom 10.7.2023 bis 15.7.2023
• Spanien
• Klasse 2
• Preis mit Coupon: 1.29 €
• Preis ohne Coupon: 1.69 €
• Je 250g-Schale
• Grundpreis mit App Coupon: 1kg = 5.16 €
• Grundpreis ohne App Coupon: 1kg = 6.76 €",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Obst und Gemüse,2023-07-09,10.07. - 15.07.
"MARKTLIEBE Pflaumen, Sorte s. Etikett",https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/KW28_Pflaumen.png/jcr:content/KW28_Pflaumen.png,,https://www.penny.de/angebote/obst-und-gemuese/marktliebe-pflaumen-sorte-s-etikett,,"Preis mit Coupon: 1.99 €, Preis ohne Coupon: 2.49 €, je 500g-Schale",App Coupon,1.99*,"Gültig vom 10.7.2023 bis 15.7.2023
• Chile, Südafrika
• Klasse 1
• Preis mit Coupon: 1.99 €
• Preis ohne Coupon: 2.49 €
• Je 500g-Schale
• Grundpreis mit App Coupon: 1kg = 3.98 €
• Grundpreis ohne App Coupon: 1kg = 4.98 €",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Obst und Gemüse,2023-07-09,10.07. - 15.07.
Jede Woche neu – viele Extra°Punkte für dich!,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/CHDW_ab_KW13_23/1080x1009_Perso_CHDW.jpg/jcr:content/1080x1009_Perso_CHDW.jpg,,https://www.penny.de/angebote/payback-angebote/jede-woche-neu--viele-extrapunkte-fuer-dich,,"Gültig Mo, 10.07. bis Sa, 15.07.2023",,,"So funktioniert´s: eCoupon vor dem Einkauf in der PENNY App, der PAYBACK App, auf PAYBACK.de oder am PENNY Service-Punkt im Markt aktivieren. Die Einlösung erfolgt automatisch durch Vorlage der (mobilen) PAYBACK Karte beim Einkauf.
Die °Punktegutschrift erfolgt nach dem Einkauf. Gültig ab einem rabattfähigen Mindestumsatz von 2€ in der angebotenen Kategorie. Der Coupon ist nur einmalig und nicht nachträglich einlösbar und darf nicht vervielfältigt werden.",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,PAYBACK Angebote,2023-07-09,10.07. - 15.07.
50 Extra°Punkte beim Kauf von JACOBS Tassimo,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/24313666.png/jcr:content/24313666.png,,https://www.penny.de/angebote/payback-angebote/50-extrapunkte-beim-kauf-von-jacobs-tassimo,,"je 264-g-Packung

								(1 kg = 15.11)",-33%,3.99,"Die °Punktegutschrift kann nur in der angebotenen Kategorie und pro verkaufte Einzelpackung geltend gemacht werden. Angebote sind bis zum 15.07.2023 gültig. (Mobile) PAYBACK Karte an der Kasse vor­zeigen. Alle Abbildungen beispielhaft.

Latte macchiato, je 264-g-Packung (1 kg = 15.11) oder
Krönung XL, je 144-g-Packung (1 kg = 27.71)",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,PAYBACK Angebote,2023-07-09,10.07. - 15.07.
30fach Punkte beim Kauf von Maggi  Produkten im Gesamtwert  von über 2 €,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/KW28_PHDW_Maggi.png/jcr:content/KW28_PHDW_Maggi.png,,https://www.penny.de/angebote/payback-angebote/30fach-punkte-beim-kauf-von-maggi-produkten-im-gesamtwert-von-ueber-2,,,,,Die °Punktegutschrift kann nur in der angebotenen Kategorie geltend gemacht werden. Angebote sind bis zum 15.07.2023 gültig. (Mobile) PAYBACK Karte an der Kasse vor­zeigen. Alle Abbildungen beispielhaft.,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,PAYBACK Angebote,2023-07-09,10.07. - 15.07.
KERRYGOLD Extra*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/5586440.png/jcr:content/5586440.png,,https://www.penny.de/angebote/kuehlregal/kerrygold-extra,,"je 250-g-Packung

								(1 kg = 7.16)",-40%,1.79,Ungesalzen oder gesalzen,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Kühlregal,2023-07-09,10.07. - 15.07.
MILRAM Reibekäse*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/27484152_01.png/jcr:content/27484152_01.png,,https://www.penny.de/angebote/kuehlregal/milram-reibekaese,,"je 150-g-Beutel

								(1 kg = 9.93)",-42%,1.49,Auflauf-Liebe,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Kühlregal,2023-07-09,10.07. - 15.07.
BRESSO Frischkäse,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/9167380.png/jcr:content/9167380.png,,https://www.penny.de/angebote/kuehlregal/bresso-frischkaese,,"je 150-g-Packung

								(1 kg = 9.27)",-39%,1.39,Verschiedene Sorten und Fettstufen,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Kühlregal,2023-07-09,10.07. - 15.07.
BRESSO Portionierter Frischkäse*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/9167380_01.png/jcr:content/9167380_01.png,,https://www.penny.de/angebote/kuehlregal/bresso-portionierter-frischkaese?hide=true,,"je 120-g-Packung

								(1 kg = 11.58)",-39%,1.39,Verschiedene Sorten und Fettstufen,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Kühlregal,2023-07-09,10.07. - 15.07.
MILKANA Schmelzkäse,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/35504236.png/jcr:content/35504236.png,,https://www.penny.de/angebote/kuehlregal/milkana-schmelzkaese,,"je 190-g-Packung

								(1 kg = 9.95)",-29%,1.89,Verschiedene Sorten und Fettstufen,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Kühlregal,2023-07-09,10.07. - 15.07.
MILKANA Tolle Rolle*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/35504236_01.png/jcr:content/35504236_01.png,,https://www.penny.de/angebote/kuehlregal/milkana-tolle-rolle,,"je 100-g-Packung

								(1 kg = 18.90)",-29%,1.89,38% Fett i. Tr.,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Kühlregal,2023-07-09,10.07. - 15.07.
SALAKIS Tradition Feta*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/37902848_01.png/jcr:content/37902848_01.png,,https://www.penny.de/angebote/kuehlregal/salakis-tradition-feta,,"je 150-g-Packung

								(1 kg = 11.93)",-48%,1.79,"Im Kräutermantel, 48% Fett i. Tr",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Kühlregal,2023-07-09,10.07. - 15.07.
MÜLLER Joghurt mit der Ecke,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/35677778.png/jcr:content/35677778.png,,https://www.penny.de/angebote/kuehlregal/mueller-joghurt-mit-der-ecke?hide=true,,"je 150-g-Becher

								(1 kg = 2.33)",-55%,0.35,Verschiedene Sorten,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Kühlregal,2023-07-09,10.07. - 15.07.
Gegrillte Avocado,https://cdn.penny.de/.imaging/mte/penny/fullwidth-desktop-lg/dam/PENNY-erleben/Rezepte-und-Ernährung/mittendrin-2-22/12-gegrillte-avocado/gegrillte-avocado_5760x1461px.jpg/jcr:content/gegrillte-avocado_5760x1461px.jpg,,https://www.penny.de/erleben/rezepte-und-ernaehrung/gegrillte-avocado,,,,,,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Kühlregal,2023-07-09,10.07. - 15.07.
ELITE High Protein Quarkcreme,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/34977910.png/jcr:content/34977910.png,,https://www.penny.de/angebote/kuehlregal/elite-high-protein-quarkcreme,,"je 200-g-Becher

								(1 kg = 3.95)",Preisknaller,0.79,Versch. Sorten,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Kühlregal,2023-07-09,10.07. - 15.07.
DR. OETKER Marmorette Splits*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/22553294.png/jcr:content/22553294.png,,https://www.penny.de/angebote/kuehlregal/dr-oetker-marmorette-splits,,"je 4 x 100-g-Becher

								(1 kg = 3.73)",Aktion,1.49,Schoko,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Kühlregal,2023-07-09,10.07. - 15.07.
DR. OETKER Paula Pudding*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/22553294_01.png/jcr:content/22553294_01.png,,https://www.penny.de/angebote/kuehlregal/dr-oetker-paula-pudding,,"je 4 x 125-g-Becher

								(1 kg = 2.98)",Aktion,1.49,Schoko oder Vanille,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Kühlregal,2023-07-09,10.07. - 15.07.
FOOD FOR FUTURE Veganer Aufschnitt Typ Lyoner,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/35620263.png/jcr:content/35620263.png,,https://www.penny.de/angebote/kuehlregal/food-for-future-veganer-aufschnitt-typ-lyoner?hide=true,,"je 80-g-Packung

								(1 kg = 9.88)",-20%,0.79,Versch. Sorten,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Kühlregal,2023-07-09,10.07. - 15.07.
Frühlingssalat,https://cdn.penny.de/.imaging/mte/penny/storygallery-sm/dam/PENNY-erleben/Rezepte-und-Ernährung/mittendrin-1-23/08-Frühlingssalat/1080x1350px.jpg/jcr:content/1080x1350px.jpg,,https://www.penny.de/erleben/rezepte-und-ernaehrung/fruehlingssalat,,,,,,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Kühlregal,2023-07-09,10.07. - 15.07.
RÜGENWALDER MÜHLE Vegetarisches Pfannengericht,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/23598482.png/jcr:content/23598482.png,,https://www.penny.de/angebote/kuehlregal/ruegenwalder-muehle-vegetarisches-pfannengericht,,"je 180-g-Packung

								(1 kg = 13.83)",-24%,2.49,Verschiedene Sorten,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Kühlregal,2023-07-09,10.07. - 15.07.
DR. OETKER Intermezzo*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/29075556.png/jcr:content/29075556.png,,https://www.penny.de/angebote/kuehlregal/dr-oetker-intermezzo,,"je 165-g-Packung

								(1 kg = 12.06)",-16%,1.99,"Schinken mit Sauerrahm, je 165-g-Packung (1 kg = 12.06) oder
Hot Chili, mit Peperoni-Salami, je 185-g-Packung (1 kg = 10.76)",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Kühlregal,2023-07-09,10.07. - 15.07.
SCHÖLLER Pirulo,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/24901113.png/jcr:content/24901113.png,,https://www.penny.de/angebote/kuehlregal/schoeller-pirulo,,"je 9 x 45-ml-Packung

								(1 Liter = 4.91)",-47%,1.99,"Kaktus, je 9 x 45-ml-Packung (1 Liter = 4.91) oder
Tropical Mini, je 300-ml-Packung (1 Liter = 6.63)",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Kühlregal,2023-07-09,10.07. - 15.07.
ICE CREAM UNITED Spaghetti Style*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/39874066.png/jcr:content/39874066.png,,https://www.penny.de/angebote/kuehlregal/ice-cream-united-spaghetti-style,,"je 460-ml-Becher

								(1 Liter = 7.59)",-30%,3.49,Edizione Podolski & Lombardi,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Kühlregal,2023-07-09,10.07. - 15.07.
ICE CREAM UNITED Marshmallow Candy*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/39874066_01.png/jcr:content/39874066_01.png,,https://www.penny.de/angebote/kuehlregal/ice-cream-united-marshmallow-candy,,"je 500-ml-Becher

								(1 Liter = 6.98)",-30%,3.49,Edizione Podolski & Lombardi,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Kühlregal,2023-07-09,10.07. - 15.07.
FOOD FOR FUTURE Barista,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-27/food/KW27_Barista.png/jcr:content/KW27_Barista.png,,https://www.penny.de/angebote/kuehlregal/food-for-future-barista,,"Preis mit Coupon: 1.11 €, Preis ohne Coupon: 1.35 €, je 1l-Packung",App Coupon,1.11*,"Gültig vom 3.7.2023 bis 22.7.2023
• Preis mit Coupon: 1.11 €
• Preis ohne Coupon: 1.35 €
• Je 1l-Packung",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Kühlregal,2023-07-09,10.07. - 15.07.
MITAKOS Hirtenkäse,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/KW28_Mitakos.png/jcr:content/KW28_Mitakos.png,,https://www.penny.de/angebote/kuehlregal/mitakos-hirtenkaese,,"Preis mit Coupon: 1.59 €, Preis ohne Coupon: 1.79 €, je 250g-Packung",App Coupon,1.59*,"Gültig vom 10.7.2023 bis 15.7.2023
• Preis mit Coupon: 1.59 €
• Preis ohne Coupon: 1.79 €
• Je 250g-Packung
• Grundpreis mit App Coupon: 1kg = 6.36 €
• Grundpreis ohne App Coupon: 1kg = 7.16 €",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Kühlregal,2023-07-09,10.07. - 15.07.
PENNY READY Smoothies,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/KW28_PY_Ready_Smoothie.png/jcr:content/KW28_PY_Ready_Smoothie.png,,https://www.penny.de/angebote/kuehlregal/penny-ready-smoothies,,"Preis mit Coupon: 0.99 €, Preis ohne Coupon: 1.19 €, je 250ml-Flasche",App Coupon,0.99*,"Gültig vom 10.7.2023 bis 15.7.2023
• Verschiedene Sorten
• Preis mit Coupon: 0.99 €
• Preis ohne Coupon: 1.19 €
• Je 250ml-Flasche
• Grundpreis mit App Coupon: 1l = 3.96 €
• Grundpreis ohne App Coupon: 1l = 4.76 €",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Kühlregal,2023-07-09,10.07. - 15.07.
MÜHLENHOF Frische Bratwurstplatte*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/27145766.png/jcr:content/27145766.png,,https://www.penny.de/angebote/alles-fuer-den-grillabend/muehlenhof-frische-bratwurstplatte,,"je 400-g-Packung

								(1 kg = 12.48)",Aktion,4.99,"Vom Schwein und Rind, bestehend aus feinen Bratwürsten, Bratwurstzöpfen und Bratwürsten „Bosporus“",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Alles für den Grillabend,2023-07-09,10.07. - 15.07.
GRILLPARTY Schweine-Holzfällerscheiben*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/27824305.png/jcr:content/27824305.png,,https://www.penny.de/angebote/alles-fuer-den-grillabend/grillparty-schweine-holzfaellerscheiben,,"z. B. 500 g

								(1 kg = 6.98)",Aktion,3.49,"Mariniert, Paprika, mit Knochen, versch. Gewichte",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Alles für den Grillabend,2023-07-09,10.07. - 15.07.
GRILLPARTY Hähnchen-Steaks,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/27747614.png/jcr:content/27747614.png,,https://www.penny.de/angebote/alles-fuer-den-grillabend/grillparty-haehnchen-steaks,,"je 550-g-Packung

								(1 kg = 9.07)",Aktion,4.99,"Mariniert, Paprika",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Alles für den Grillabend,2023-07-09,10.07. - 15.07.
Cherry-Romatomaten*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/33466516.png0/jcr:content/33466516.png,,https://www.penny.de/angebote/alles-fuer-den-grillabend/cherry-romatomaten?hide=true,,"je 250-g-Schale

								(1 kg = 4.00)",Aktion,1.–,"Spanien, Marokko, Kl. I",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Alles für den Grillabend,2023-07-09,10.07. - 15.07.
Zucchini Nudeln mit Garnelen,https://cdn.penny.de/.imaging/mte/penny/fullwidth-desktop-lg/dam/PENNY-erleben/Rezepte-und-Ernährung/rezepte--naturgut/Naturgut-Zucchini-Nudeln/Naturgut_04-11_desktop_Rezept_Teaser_Zucchini-Nudeln_5760x1461.jpg/jcr:content/Naturgut_04-11_desktop_Rezept_Teaser_Zucchini-Nudeln_5760x1461.jpg,,https://www.penny.de/erleben/rezepte-und-ernaehrung/naturgut-zucchini-nudeln-mit-garnelen,,,,,,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Alles für den Grillabend,2023-07-09,10.07. - 15.07.
HELA Curry Gewürz Ketchup*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/630300.png/jcr:content/630300.png,,https://www.penny.de/angebote/alles-fuer-den-grillabend/hela-curry-gewuerz-ketchup,,"je 800-ml-Flasche

								(1 Liter = 2.86)",-32%,2.29,Delikat oder scharf,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Alles für den Grillabend,2023-07-09,10.07. - 15.07.
BECK’S Pils*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/25159235.png/jcr:content/25159235.png,,https://www.penny.de/angebote/alles-fuer-den-grillabend/becks-pils,,"je 6 x 0,5-Liter-Dose

								(1 Liter = 1.33)",Aktion,3.99,Zzgl. 1.50 Pfand,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Alles für den Grillabend,2023-07-09,10.07. - 15.07.
MILKA Schokolade,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/27975051.png/jcr:content/27975051.png,,https://www.penny.de/angebote/suessigkeiten-und-snacks/milka-schokolade,,"je 270-g-Tafel

								(1 kg = 7.37)",-42%,1.99,"Alpenmilch, je 270-g-Tafel (1 kg = 7.37) oder
Schoko & Keks, je 300-g-Tafel (1 kg = 6.63)",Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Süßigkeiten & Snacks,2023-07-09,10.07. - 15.07.
WERTHER’S Original Caramel Bites*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/37348282.png/jcr:content/37348282.png,,https://www.penny.de/angebote/suessigkeiten-und-snacks/werthers-original-caramel-bites,,"je 140-g-Beutel

								(1 kg = 12.79)",Aktion,1.79,Cookie oder crunchy,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Süßigkeiten & Snacks,2023-07-09,10.07. - 15.07.
NESTLÉ Choco Crossies Crunchy Balls*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/31703100.png/jcr:content/31703100.png,,https://www.penny.de/angebote/suessigkeiten-und-snacks/nestle-choco-crossies-crunchy-balls,,"je 200-g-Packung

								(1 kg = 11.45)",-32%,2.29,Vollmilch,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Süßigkeiten & Snacks,2023-07-09,10.07. - 15.07.
NESTLÉ Choco Crossies Crunchy Moments*,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/31703100_01.png/jcr:content/31703100_01.png,,https://www.penny.de/angebote/suessigkeiten-und-snacks/nestle-choco-crossies-crunchy-moments,,"je 140-g-Packung

								(1 kg = 16.36)",-32%,2.29,À la Tiramisu,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Süßigkeiten & Snacks,2023-07-09,10.07. - 15.07.
FOOD FOR FUTURE No Cow Bons,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/35572456.png/jcr:content/35572456.png,,https://www.penny.de/angebote/suessigkeiten-und-snacks/food-for-future-no-cow-bons,,"je 180-g-Beutel

								(1 kg = 11.06)",-20%,1.99,,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Süßigkeiten & Snacks,2023-07-09,10.07. - 15.07.
STORCK Knoppers,https://cdn.penny.de/.imaging/mte/penny/detail-md/dam/Angebote/Angebote-der-Woche/2023-28/food/3875200.png/jcr:content/3875200.png,,https://www.penny.de/angebote/suessigkeiten-und-snacks/storck-knoppers,,"je 8 x 25-g-Packung

								(1 kg = 8.45)",-22%,1.69,Verschiedene Sorten,Dossenheimer Landstr. 40 69121 Heidelberg,Penny,Süßigkeiten & Snacks,2023-07-09,10.07. - 15.07.
